breed_group,primary_breed,bite_code,bite_severity,gender
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,F
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,M
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,M
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,S
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,U
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,U
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,N
CHIHUAHUA,CHIHUAHUA SH,2,PROLONGB,S
CHIHUAHUA,CHIHUAHUA LH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,M
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,M
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,U
CHIHUAHUA,CHIHUAHUA SH,3,MULTIB,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,4,MAULING,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,F
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,S
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,S
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,U
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,U
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,M
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,N
CHIHUAHUA,CHIHUAHUA SH,9,UNKNOWN,S
CHINESE CRESTED,CHINESE CRESTED,1,SNGLB,F
CHINESE SHARPEI,CHINESE SHARPEI,0,SNGLNIP,M
CHINESE SHARPEI,CHINESE SHARPEI,1,SNGLB,F
CHINESE SHARPEI,CHINESE SHARPEI,1,SNGLB,S
CHINESE SHARPEI,CHINESE SHARPEI,1,SNGLB,S
CHINESE SHARPEI,CHINESE SHARPEI,1,SNGLB,S
CHINESE SHARPEI,CHINESE SHARPEI,1,SNGLB,S
CHINESE SHARPEI,CHINESE SHARPEI,9,UNKNOWN,N
CHINESE SHARPEI,CHINESE SHARPEI,9,UNKNOWN,S
CHINESE SHARPEI,CHINESE SHARPEI,9,UNKNOWN,U
CHOW CHOW,CHOW CHOW,1,SNGLB,F
CHOW CHOW,CHOW CHOW,1,SNGLB,F
CHOW CHOW,CHOW CHOW,1,SNGLB,F
CHOW CHOW,CHOW CHOW,1,SNGLB,M
CHOW CHOW,CHOW CHOW,1,SNGLB,S
CHOW CHOW,CHOW CHOW,1,SNGLB,U
CHOW CHOW,CHOW CHOW,1,SNGLB,U
CHOW CHOW,CHOW CHOW,1,SNGLB,N
CHOW CHOW,CHOW CHOW,1,SNGLB,N
CHOW CHOW,CHOW CHOW,1,SNGLB,S
CHOW CHOW,CHOW CHOW,2,PROLONGB,M
CHOW CHOW,CHOW CHOW,2,PROLONGB,N
CHOW CHOW,CHOW CHOW,9,UNKNOWN,U
COCKER SPAN,COCKER SPAN,0,SNGLNIP,M
COCKER SPAN,COCKER SPAN,0,SNGLNIP,N
COCKER SPAN,COCKER SPAN,0,SNGLNIP,N
COCKER SPAN,COCKER SPAN,0,SNGLNIP,N
COCKER SPAN,COCKER SPAN,0,SNGLNIP,N
COCKER SPAN,COCKER SPAN,0,SNGLNIP,N
COCKER SPAN,COCKER SPAN,0,SNGLNIP,N
COCKER SPAN,COCKER SPAN,0,SNGLNIP,N
COCKER SPAN,COCKER SPAN,0,SNGLNIP,S
COCKER SPAN,COCKER SPAN,1,SNGLB,M
COCKER SPAN,COCKER SPAN,1,SNGLB,U
COCKER SPAN,COCKER SPAN,1,SNGLB,N
COCKER SPAN,COCKER SPAN,1,SNGLB,S
COCKER SPAN,COCKER SPAN,1,SNGLB,N
COCKER SPAN,COCKER SPAN,2,PROLONGB,U
COLLIE ROUGH,COLLIE ROUGH,2,PROLONGB,U
COLLIE SMOOTH,COLLIE SMOOTH,1,SNGLB,U
COLLIE SMOOTH,COLLIE SMOOTH,1,SNGLB,F
COLLIE SMOOTH,COLLIE SMOOTH,1,SNGLB,N
COTON DE TULEAR,COTON DE TULEAR,1,SNGLB,S
COYOTE HYBRID,COYOTE HYBRID,2,PROLONGB,F
DACHSHUND,DACHSHUND,0,SNGLNIP,F
DACHSHUND,DACHSHUND,0,SNGLNIP,M
DACHSHUND,DACHSHUND,0,SNGLNIP,N
DACHSHUND,DACHSHUND,0,SNGLNIP,N
DACHSHUND,DACHSHUND,0,SNGLNIP,N
DACHSHUND,DACHSHUND,0,SNGLNIP,S
DACHSHUND,DACHSHUND,0,SNGLNIP,N
DACHSHUND,DACHSHUND,0,SNGLNIP,M
