breed_group,primary_breed,age,modified_age,gender,multi_dog,bad_data
BULLDOG,Bull dog,U,U,U,F,F
JACK RUSS TERR,Jack Russ,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,U,U,N,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
WEST HIGHLAND,West High White Terrier,8,8,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
SIBERIAN HUSKY,Siberian Husky,5M,0.42,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SC WHEAT TERR,Wheaton Terrier,11M,0.92,M,F,F
CHIHUAHUA,Chihuahua,1,1,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,3,3,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
CANE CORSO,Cane Corso,U,U,U,F,F
PIT MIX,Pit Bull,6,6,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,4,4,N,F,F
DOBERMAN PINSCH,Doberman Pinscher,8,8,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MALTESE,Maltese,8,8,F,F,F
MIX,MEDIUM MIXED BREED,2,2,F,F,F
BULLDOG,Bull dog,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNCERTAIN,U,U,U,F,T
PIT MIX,LABRADOR/PIT BULL X,7,7,F,F,F
BOSTON TERRIER,Boston Terrier,2,2,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
,,U,U,U,F,T
MIX,SMALL MIXED BREED,7,7,M,F,F
MIX,Mixed/Other,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,2,2,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
,,U,U,U,F,T
MIX,MIXED,11,11,S,F,F
MIX,JACK RUSSELL MIX,9,9,N,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
AUST SHEPHERD,Australian Shepherd,U,U,U,F,F
MIX,POMERIAN/MALTESE X,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,8,8,M,F,F
MIX,MEDIUM MIXED BREED,U,U,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,TERRIER MIX,5,5,N,F,F
MIX,MEDIUM MIXED BREED,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
MIX,LARGE MIXED BREED,6,6,M,F,F
MIX,SMALL MIXED BREED,6,6,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
LABRADOR RETR,Labrador Retriever,6,6,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
FRENCH BULLDOG,"Bull Dog, French",5,5,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
MIX,LARGE MIXED BREED,2,2,M,F,F
MIX,MEDIUM MIXED BREED,4,4,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BEAGLE,Beagle,U,U,U,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
UNKNOWN,UNCERTAIN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
TERRIER,TERRIER,3,3,U,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
,,U,U,U,F,T
BOXER,Boxer,U,U,U,F,F
MIX,MIXED,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,BOXER X,U,U,U,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
MALTESE,Maltese,U,U,U,F,F
,,U,U,U,F,T
WEST HIGHLAND,West High White Terrier,1,1,N,F,F
PIT MIX,Pit Bull,3,3,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
BEAGLE,Beagle,U,U,U,F,F
SAMOYED,Samoyed,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
AUST SHEPHERD,Australian Shepherd,3,3,S,F,F
MIX,MEDIUM MIXED BREED,3,3,M,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,3,3,N,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,AMERICAN STAFF TERRIER X,9,9,N,F,F
SHIBA INU,Shiba Inu,3,3,S,F,F
WEST HIGHLAND,West High White Terrier,2,2,S,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
PIT MIX,Pit Bull,4,4,N,F,F
ENG BULLDOG,"Bull Dog, English",3,3,S,F,F
MIX,LARGE MIXED BREED,U,U,M,F,F
MALTESE,Maltese,U,U,U,F,F
MALTESE,Maltese,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,TERRIER X,8,8,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
WEST HIGHLAND,West High White Terrier,9,9,N,F,F
,,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MEDIUM MIXED BREED,5,5,M,F,F
MIX,MEDIUM MIXED BREED,3,3,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
MIX,RETRIEVER X,U,U,U,F,F
WEST HIGHLAND,West High White Terrier,6,6,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,Mixed/Other,5,5,F,F,F
SHIH TZU,Shih Tzu,6,6,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
TERRIER,TERRIER,U,U,U,F,F
MIX,Mixed/Other,1,1,M,F,F
MALTESE,Maltese,U,U,U,F,F
PIT MIX,Pit Bull,U,U,F,F,F
MIX,LARGE MIXED BREED,U,U,F,F,F
MIX,Mixed/Other,U,U,U,F,F
MIX,AMERICAN STAFF TERRIER X,4,4,N,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,3,3,S,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
CAIRN TERRIER,Cairn Terrier,U,U,U,F,F
SHIH TZU,Shih Tzu,5,5,S,F,F
BULL TERRIER,Staffordshire Bull Terrier,3,3,N,F,F
PIT MIX,Pit Bull,2,2,M,F,F
POODLE MIN,"Poodle, Miniature",U,U,U,F,F
HAVANESE,Havanese,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,1,1,S,F,F
PIT MIX,PIT BULL / BEAGLE X,1,1,F,F,F
,,U,U,U,F,T
MALTESE,Maltese,U,U,U,F,F
SHIH TZU,Shih Tzu,2YRS,2,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
WEST HIGHLAND,West High White Terrier,14,14,N,F,F
LABRADOR RETR,Labrador Retriever,3,3,N,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
GREYHOUND,Greyhound,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
DACHSHUND,"Dachshund, Wirehaired",11,11,F,F,F
BEAGLE,Beagle,2,2,N,F,F
BULLDOG,Bull dog,1,1,M,F,F
WEST HIGHLAND,West High White Terrier,4,4,N,F,F
BICHON FRISE,Bichon Frise,2,2,F,F,F
LHASA APSO,Lhasa Apso,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,German Shepherd Crossbreed,14,14,S,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,3,3,N,F,F
MIX,POMERANIAN MIX,2YRS,2,F,F,F
WEST HIGHLAND,West High White Terrier,4M,0.33,M,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,1,1,N,F,F
CHOW CHOW,Chow Chow,8,8,M,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,BORDER COLLIE X,6,6,S,F,F
BULLDOG,Bull dog,6,6,M,F,F
SHIBA INU,Shiba Inu,U,U,U,F,F
MIX,MIXED BREED,U,U,U,F,F
GOLDEN RETR,Golden Retriever,3,3,N,F,F
WEST HIGHLAND,West High White Terrier,3,3,N,F,F
UNKNOWN,UNKNOWN,10YRS,10,U,F,F
SHIBA INU,Shiba Inu,U,U,U,F,F
MIX,Mixed/Other,10M,0.83,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULL TERRIER,Staffordshire Bull Terrier,1,1,N,F,F
,,U,U,U,F,T
HAVANESE,Havanese,12,12,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
FRENCH BULLDOG,"Bull Dog, French",3,3,N,F,F
POODLE TOY,"Poodle, Toy",3,3,N,F,F
PIT MIX,Pit Bull,1,1,S,F,F
WEST HIGHLAND,West High White Terrier,4,4,M,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
PIT MIX,Pit Bull,5,5,F,F,F
POMERANIAN,Pomeranian,8,8,M,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,SMALL MIXED BREED,4,4,M,F,F
MIX,LARGE MIXED BREED,2,2,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
WEST HIGHLAND,West High White Terrier,4,4,N,F,F
MIX,SHIH TZU MIX,2,2,N,F,F
MIX,German Shepherd Crossbreed,2,2,N,F,F
,,U,U,U,F,T
,,U,U,U,F,T
MIX,LARGE MIXED BREED,5,5,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,5,5,M,F,F
GERM SHEPHERD,German Shepherd,U,U,M,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
PIT MIX,Pit Bull,4,4,N,F,F
NEWFOUNDLAND,Newfoundland,2,2,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,SMALL MIXED BREED,4,4,M,F,F
ENG BULLDOG,"Bull Dog, English",3,3,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SHIH TZU,Shih Tzu,2YRS,2,N,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
POODLE MIN,"Poodle, Miniature",10,10,N,F,F
MIN PINSCHER,Miniature Pinscher,U,U,U,F,F
CHIHUAHUA,Chihuahua,2,2,M,F,F
RAT TERRIER,RAT TERRIER,13,13,M,F,F
PIT MIX,Pit Bull,13,13,S,F,F
JACK RUSS TERR,Jack Russ,3,3,S,F,F
MIX,Chihuahua Crossbreed,11,11,M,F,F
SHIBA INU,Shiba Inu,U,U,U,F,F
MIX,LABRADOR / SHEPHERD MIX,1,1,M,F,F
MIX,LARGE MIXED BREED,1,1,M,F,F
SHIH TZU,Shih Tzu,7,7,N,F,F
MIX,BERNEDOODLE,3,3,N,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
MIX,WHIPPET X,3,3,N,F,F
,,U,U,U,F,T
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
HAVANESE,Havanese,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MEDIUM MIXED BREED,1,1,M,F,F
MIX,Mixed/Other,1,1,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
MIX,MIXED BREED,1,1,M,F,F
WEST HIGHLAND,West High White Terrier,4,4,M,F,F
ROTTWEILER,Rottweiler,3,3,M,F,F
PIT MIX,Pit Bull,5M,0.42,M,F,F
MIX,MEDIUM MIXED BREED,12,12,M,F,F
PIT MIX,Pit Bull,8,8,N,F,F
MIX,POINTER X,3,3,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MALTESE,Maltese,U,U,U,F,F
MIX,TERRIER X,6,6,M,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
UNKNOWN,UNCERTAIN,U,U,U,F,T
MIX,SMALL MIXED BREED,5,5,F,F,F
MIX,LARGE MIXED BREED,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,SMALL MIXED BREED,3,3,M,F,F
MIX,LARGE MIXED BREED,3,3,M,F,F
MIX,MIXED BREED,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
CANE CORSO,Cane Corso,U,U,U,F,F
MALTESE,Maltese,U,U,U,F,F
MIX,Beagle Crossbreed,3MONS,0.25,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BULLDOG,BRITISH BULLDOG,8,8,M,F,F
WEST HIGHLAND,West High White Terrier,4,4,M,F,F
WEST HIGHLAND,West High White Terrier,1Y,1,N,F,F
SHIBA INU,Shiba Inu,4,4,M,F,F
AKITA,Akita,3,3,M,F,F
,,U,U,U,F,T
WEST HIGHLAND,West High White Terrier,2,2,M,F,F
BASENJI,BASENJI,6,6,N,F,F
CANE CORSO,Cane Corso,U,U,U,F,F
MIX,MIXED,U,U,U,F,F
COCKER SPAN,"Cocker Spaniel, American",9,9,N,F,F
COCKER SPAN,Cocker Spaniel,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,2,2,N,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,2,2,N,F,F
MIX,HOUND X,7,7,N,F,F
PIT MIX,Pit Bull,1,1,F,F,F
AUST CATTLE DOG,AUSTRALIAN CATTLE DOG,8,8,N,F,F
SHIH TZU,Shih Tzu,12YRS,12,N,F,F
MIX,MEDIUM MIXED BREED,2,2,M,F,F
MIX,SMALL MIXED BREED,3,3,M,F,F
HAVANESE,Havanese,12,12,M,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
GREYHOUND,Greyhound,11,11,N,F,F
MIX,Labrador Retriever Crossbreed,8,8,N,F,F
PIT MIX,Pit Bull,2YRS,2,M,F,F
MIX,LARGE MIXED BREED,3,3,U,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
YORKSHIRE TERR,Yorkshire Terrier,8,8,M,F,F
POODLE STND,"Poodle, Standard",4,4,M,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
WEST HIGHLAND,West High White Terrier,U,U,U,F,F
DOBERMAN PINSCH,Doberman Pinscher,U,U,U,F,F
WEST HIGHLAND,West High White Terrier,1,1,M,F,F
MIX,POODLE X,3,3,S,F,F
PIT MIX,Pit Bull,4,4,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
,,U,U,U,F,T
,,U,U,U,F,T
BULL TERRIER,Bull Terrier,U,U,U,F,F
MIX,Beagle Crossbreed,8,8,N,F,F
GOLDEN RETR,Golden Retriever,4,4,S,F,F
MIX,MIXED BREED,3,3,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MIXED BREED,7,7,M,F,F
PIT MIX,PITBULL/ROTWEILER,U,U,U,F,F
,,U,U,U,F,T
LABRADOR RETR,LABRADOR,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,Bull dog,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
GERM SHEPHERD,German Shepherd,6,6,S,F,F
JACK RUSS TERR,Jack Russ,1,1,N,F,F
MIX,MEDIUM MIXED BREED,U,U,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,SMALL MIXED BREED,5,5,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,GERMAN SHEPHERD/LABRADOR MIX,4,4,F,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
BULLDOG,POCKET BULLY,1,1,M,F,F
MIX,Mixed/Other,2,2,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
MIX,Mixed/Other,U,U,U,F,F
BEAGLE,Beagle,U,U,U,F,F
MIX,MIXED BREED,10,10,S,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,1,1,M,F,F
MIX,BOXER X,10,10,N,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
MIX,HOUND MIX,8,8,N,F,F
BULLDOG,Bull dog,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,3,3,S,F,F
GOLDEN RETR,Golden Retriever,U,U,U,F,F
,,U,U,U,F,T
UNKNOWN,UNCERTAIN,U,U,U,F,T
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
MIX,LARGE MIXED BREED,9M,0.75,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
WEST HIGHLAND,West High White Terrier,U,U,U,F,F
WEST HIGHLAND,West High White Terrier,3,3,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,SMALL MIXED BREED,4,4,M,F,F
BOXER,Boxer,U,U,U,F,F
MIX,Mixed/Other,4,4,F,F,F
YORKSHIRE TERR,Yorkshire Terrier,2YRS,2,S,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
LABRADOR RETR,Labrador Retriever,4,4,N,F,F
WEST HIGHLAND,West High White Terrier,5,5,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIN PINSCHER,Miniature Pinscher,U,U,N,F,F
PIT MIX,Pit Bull,6YRS,6,N,F,F
MIX,Labrador Retriever Crossbreed,3,3,M,F,F
DALMATIAN,Dalmatian,4,4,F,F,F
SIBERIAN HUSKY,Siberian Husky,6,6,N,F,F
MIX,Chihuahua Crossbreed,U,U,N,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,5,5,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
ST BERNARD RGH,Saint Bernard,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
MIX,MIXED BREED,13,13,S,F,F
MIX,SHEPHERD/LABRADOR RETRIEVER MIX,5,5,N,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,U,U,U,F,F
,,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Mixed/Other,4,4,M,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
CHIHUAHUA,Chihuahua,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,4,4,S,F,F
PIT MIX,HOUND / PIT BULL,9M,0.75,N,F,F
GERM SHEPHERD,German Shepherd,4,4,N,F,F
PIT MIX,Pit Bull,3,3,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLMASTIFF,"Mastiff, Bull",1,1,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIH TZU,Shih Tzu,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
MIX,Yorkshire Terrier Crossbreed,5,5,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
WEST HIGHLAND,West High White Terrier,6,6,N,F,F
SHIH TZU,Shih Tzu,31/2 YRS,3.5,S,F,F
BULLDOG,Bull dog,3,3,M,F,F
MALTESE,Maltese,16,16,M,F,F
MIX,Mixed/Other,8,8,N,F,F
SHIBA INU,Shiba Inu,4M,0.33,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
SHIH TZU,Shih Tzu,5,5,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,U,U,U,F,F
HAVANESE,Havanese,4,4,M,F,F
UNKNOWN,UNCERTAIN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,9,9,F,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
COCKER SPAN,Cocker Spaniel,5,5,M,F,F
MIX,MASTIFF MIX,6,6,M,F,F
FRENCH BULLDOG,"Bull Dog, French",U,U,U,F,F
MIX,MEDIUM MIXED BREED,3,3,F,F,F
MIX,MEDIUM MIXED BREED,3,3,F,F,F
MIX,Labrador Retriever Crossbreed,2,2,N,F,F
MIX,MIXED BREED,7,7,N,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,3,3,N,F,F
,,U,U,U,F,T
,,U,U,U,F,T
MIX,MIXED,6,6,N,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,2,2,F,F,F
BULL TERRIER,Bull Terrier,3,3,N,F,F
MIX,MIXED,3,3,M,F,F
MIX,MIXED,3,3,M,F,F
DACHSHUND,Dachshund Smooth Coat Miniature,8M,0.67,M,F,F
WEST HIGHLAND,West High White Terrier,3,3,M,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,7,7,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
TERRIER,TERRIER,U,U,U,F,F
MIX,MIXED BREED,U,U,U,F,F
,,U,U,U,F,T
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
MIX,MIXED,11,11,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
SC WHEAT TERR,Wheaton Terrier,6,6,N,F,F
WEST HIGHLAND,West High White Terrier,2,2,S,F,F
YORKSHIRE TERR,Yorkshire Terrier,2,2,M,F,F
BULLDOG,AMERICAN BULLY,2,2,M,F,F
,,U,U,U,F,T
WEST HIGHLAND,West High White Terrier,5,5,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,4,4,S,F,F
MIX,CHOW CHOW/ROTTWEILER X,4,4,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BICHON FRISE,Bichon Frise,U,U,U,F,F
WEST HIGHLAND,West High White Terrier,10,10,F,F,F
JACK RUSS TERR,Jack Russ,U,U,U,F,F
MIX,MIXED BREED,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GREAT DANE,Great Dane,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MALTESE/YORKSHIRE TERRIER,6M,0.5,M,F,F
GOLDEN RETR,Golden Retriever,U,U,U,F,F
,,U,U,U,F,T
MIX,Mixed/Other,U,U,U,F,F
PIT MIX,Pit Bull,3,3,F,F,F
MIX,CHIHUAHUA X,3,3,N,F,F
MIX,BORDER COLLIE X,1,1,S,F,F
WEST HIGHLAND,West High White Terrier,14,14,F,F,F
WEST HIGHLAND,West High White Terrier,2,2,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,7,7,M,F,F
COCKER SPAN,Cocker Spaniel,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
JACK RUSS TERR,Jack Russ,7,7,N,F,F
SIBERIAN HUSKY,Siberian Husky,11,11,N,F,F
PIT MIX,American Pit Bull Terrier/Pit Bull,U,U,U,F,F
POODLE STND,"Poodle, Standard",5,5,N,F,F
MIX,MIXED BREED,3,3,M,F,F
MIX,Mixed/Other,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,8,8,N,F,F
MIX,MIXED BREED,6,6,M,F,F
MIX,MIXED BREED,4,4,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,2,2,M,F,F
HAVANESE,Havanese,U,U,U,F,F
PIT MIX,Pit Bull,14,14,N,F,F
BOSTON TERRIER,Boston Terrier,4,4,S,F,F
UNKNOWN,LARGE BROWN DOG,U,U,U,F,T
WEIMARANER,Weimaraner,7,7,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
CHIHUAHUA,Chihuahua,U,U,M,F,F
MIX,MIXED BREED,4,4,M,F,F
BULLDOG,Bull dog,U,U,U,F,F
SHIBA INU,Shiba Inu,5,5,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,1,1,S,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
PIT MIX,Pit Bull,2,2,M,F,F
SHIH TZU,Shih Tzu,10,10,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,12,12,M,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
TERRIER,TERRIER,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,6,6,N,F,F
,,U,U,U,F,T
MIX,POMERANIAN MIX,3,3,N,F,F
BULLDOG,Bull dog,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
DACHSHUND,Dachshund Smooth Coat,7,7,S,F,F
POMERANIAN,Pomeranian,U,U,U,F,F
MIX,MIXED BREED,5M,0.42,M,F,F
BOSTON TERRIER,Boston Terrier,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
ROTTWEILER,Rottweiler,5,5,M,F,F
MIX,LABRADOR / SPANIEL MIX,8,8,N,F,F
WEST HIGHLAND,West High White Terrier,2,2,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,8,8,M,F,F
MIX,SMALL MIXED BREED,4,4,M,F,F
